User_ID (FK),Type_user,MainCluster_ID,MainCluster_Description
73919,free,5,"New User, Skimming Listeners"
73936,free,5,"New User, Skimming Listeners"
73956,free,5,"New User, Skimming Listeners"
74026,free,5,"New User, Skimming Listeners"
74059,free,5,"New User, Skimming Listeners"
74075,free,5,"New User, Skimming Listeners"
74112,free,5,"New User, Skimming Listeners"
74136,free,5,"New User, Skimming Listeners"
74156,free,5,"New User, Skimming Listeners"
74179,free,5,"New User, Skimming Listeners"
74198,free,5,"New User, Skimming Listeners"
74217,free,5,"New User, Skimming Listeners"
74260,free,5,"New User, Skimming Listeners"
74276,free,5,"New User, Skimming Listeners"
74283,free,5,"New User, Skimming Listeners"
74316,free,5,"New User, Skimming Listeners"
74377,free,5,"New User, Skimming Listeners"
74484,free,5,"New User, Skimming Listeners"
74544,free,5,"New User, Skimming Listeners"
74562,free,5,"New User, Skimming Listeners"
74693,free,5,"New User, Skimming Listeners"
74738,free,5,"New User, Skimming Listeners"
74784,free,5,"New User, Skimming Listeners"
74909,free,5,"New User, Skimming Listeners"
74921,free,5,"New User, Skimming Listeners"
74953,free,5,"New User, Skimming Listeners"
74963,free,5,"New User, Skimming Listeners"
74983,free,5,"New User, Skimming Listeners"
74997,free,5,"New User, Skimming Listeners"
75073,free,5,"New User, Skimming Listeners"
75097,free,5,"New User, Skimming Listeners"
75164,free,5,"New User, Skimming Listeners"
75169,free,5,"New User, Skimming Listeners"
75192,free,5,"New User, Skimming Listeners"
75265,free,5,"New User, Skimming Listeners"
75275,free,5,"New User, Skimming Listeners"
75334,free,5,"New User, Skimming Listeners"
75420,free,5,"New User, Skimming Listeners"
75422,free,5,"New User, Skimming Listeners"
75452,free,5,"New User, Skimming Listeners"
75474,free,5,"New User, Skimming Listeners"
75487,free,5,"New User, Skimming Listeners"
75521,free,5,"New User, Skimming Listeners"
75549,free,5,"New User, Skimming Listeners"
75664,free,5,"New User, Skimming Listeners"
75678,free,5,"New User, Skimming Listeners"
75684,free,5,"New User, Skimming Listeners"
75839,free,5,"New User, Skimming Listeners"
75840,free,5,"New User, Skimming Listeners"
75875,free,5,"New User, Skimming Listeners"
75886,free,5,"New User, Skimming Listeners"
75898,free,5,"New User, Skimming Listeners"
75943,free,5,"New User, Skimming Listeners"
75946,free,5,"New User, Skimming Listeners"
75970,free,5,"New User, Skimming Listeners"
75976,free,5,"New User, Skimming Listeners"
76041,free,5,"New User, Skimming Listeners"
76044,free,5,"New User, Skimming Listeners"
76058,free,5,"New User, Skimming Listeners"
76068,free,5,"New User, Skimming Listeners"
76081,free,5,"New User, Skimming Listeners"
76171,free,5,"New User, Skimming Listeners"
76224,free,5,"New User, Skimming Listeners"
76227,free,5,"New User, Skimming Listeners"
76283,free,5,"New User, Skimming Listeners"
76325,free,5,"New User, Skimming Listeners"
76346,free,5,"New User, Skimming Listeners"
76383,free,5,"New User, Skimming Listeners"
76389,free,5,"New User, Skimming Listeners"
76477,free,5,"New User, Skimming Listeners"
76495,free,5,"New User, Skimming Listeners"
76501,free,5,"New User, Skimming Listeners"
76505,free,5,"New User, Skimming Listeners"
76509,free,5,"New User, Skimming Listeners"
76527,free,5,"New User, Skimming Listeners"
76530,free,5,"New User, Skimming Listeners"
76573,free,5,"New User, Skimming Listeners"
76584,free,5,"New User, Skimming Listeners"
76603,free,5,"New User, Skimming Listeners"
76605,free,5,"New User, Skimming Listeners"
76645,free,5,"New User, Skimming Listeners"
76652,free,5,"New User, Skimming Listeners"
76667,free,5,"New User, Skimming Listeners"
76686,free,5,"New User, Skimming Listeners"
76755,free,5,"New User, Skimming Listeners"
76780,free,5,"New User, Skimming Listeners"
76801,free,5,"New User, Skimming Listeners"
76813,free,5,"New User, Skimming Listeners"
76859,free,5,"New User, Skimming Listeners"
76899,free,5,"New User, Skimming Listeners"
76927,free,5,"New User, Skimming Listeners"
76956,free,5,"New User, Skimming Listeners"
76960,free,5,"New User, Skimming Listeners"
76973,free,5,"New User, Skimming Listeners"
76992,free,5,"New User, Skimming Listeners"
77005,free,5,"New User, Skimming Listeners"
77019,free,5,"New User, Skimming Listeners"
77027,free,5,"New User, Skimming Listeners"
77060,free,5,"New User, Skimming Listeners"
77093,free,5,"New User, Skimming Listeners"
77174,free,5,"New User, Skimming Listeners"
77187,free,5,"New User, Skimming Listeners"
77246,free,5,"New User, Skimming Listeners"
77252,free,5,"New User, Skimming Listeners"
77272,free,5,"New User, Skimming Listeners"
77274,free,5,"New User, Skimming Listeners"
77293,free,5,"New User, Skimming Listeners"
77319,free,5,"New User, Skimming Listeners"
77345,free,5,"New User, Skimming Listeners"
77384,free,5,"New User, Skimming Listeners"
77395,free,5,"New User, Skimming Listeners"
77397,free,5,"New User, Skimming Listeners"
77417,free,5,"New User, Skimming Listeners"
77511,free,5,"New User, Skimming Listeners"
77542,free,5,"New User, Skimming Listeners"
77594,free,5,"New User, Skimming Listeners"
77628,free,5,"New User, Skimming Listeners"
77649,free,5,"New User, Skimming Listeners"
77661,free,5,"New User, Skimming Listeners"
77675,free,5,"New User, Skimming Listeners"
77719,free,5,"New User, Skimming Listeners"
77741,free,5,"New User, Skimming Listeners"
77765,free,5,"New User, Skimming Listeners"
77806,free,5,"New User, Skimming Listeners"
77834,free,5,"New User, Skimming Listeners"
77853,free,5,"New User, Skimming Listeners"
77862,free,5,"New User, Skimming Listeners"
77882,free,5,"New User, Skimming Listeners"
77885,free,5,"New User, Skimming Listeners"
77909,free,5,"New User, Skimming Listeners"
77940,free,5,"New User, Skimming Listeners"
77977,free,5,"New User, Skimming Listeners"
78022,free,5,"New User, Skimming Listeners"
78045,free,5,"New User, Skimming Listeners"
78062,free,5,"New User, Skimming Listeners"
78076,free,5,"New User, Skimming Listeners"
78082,free,5,"New User, Skimming Listeners"
78099,free,5,"New User, Skimming Listeners"
78117,free,5,"New User, Skimming Listeners"
78126,free,5,"New User, Skimming Listeners"
78185,free,5,"New User, Skimming Listeners"
78186,free,5,"New User, Skimming Listeners"
78196,free,5,"New User, Skimming Listeners"
78219,free,5,"New User, Skimming Listeners"
78301,free,5,"New User, Skimming Listeners"
78307,free,5,"New User, Skimming Listeners"
78322,free,5,"New User, Skimming Listeners"
78326,free,5,"New User, Skimming Listeners"
78372,free,5,"New User, Skimming Listeners"
78392,free,5,"New User, Skimming Listeners"
78398,free,5,"New User, Skimming Listeners"
78417,free,5,"New User, Skimming Listeners"
78427,free,5,"New User, Skimming Listeners"
78429,free,5,"New User, Skimming Listeners"
78448,free,5,"New User, Skimming Listeners"
78460,free,5,"New User, Skimming Listeners"
78470,free,5,"New User, Skimming Listeners"
78520,free,5,"New User, Skimming Listeners"
78538,free,5,"New User, Skimming Listeners"
78552,free,5,"New User, Skimming Listeners"
78555,free,5,"New User, Skimming Listeners"
78569,free,5,"New User, Skimming Listeners"
78571,free,5,"New User, Skimming Listeners"
78575,free,5,"New User, Skimming Listeners"
78606,free,5,"New User, Skimming Listeners"
78607,free,5,"New User, Skimming Listeners"
78702,free,5,"New User, Skimming Listeners"
78722,free,5,"New User, Skimming Listeners"
78723,free,5,"New User, Skimming Listeners"
78726,free,5,"New User, Skimming Listeners"
78733,free,5,"New User, Skimming Listeners"
78768,free,5,"New User, Skimming Listeners"
78824,free,5,"New User, Skimming Listeners"
78852,free,5,"New User, Skimming Listeners"
78863,free,5,"New User, Skimming Listeners"
78891,free,5,"New User, Skimming Listeners"
78895,free,5,"New User, Skimming Listeners"
78938,free,5,"New User, Skimming Listeners"
78940,free,5,"New User, Skimming Listeners"
78955,free,5,"New User, Skimming Listeners"
78957,free,5,"New User, Skimming Listeners"
78969,free,5,"New User, Skimming Listeners"
78983,free,5,"New User, Skimming Listeners"
78992,free,5,"New User, Skimming Listeners"
79000,free,5,"New User, Skimming Listeners"
79040,free,5,"New User, Skimming Listeners"
79134,free,5,"New User, Skimming Listeners"
79151,free,5,"New User, Skimming Listeners"
79181,free,5,"New User, Skimming Listeners"
79191,free,5,"New User, Skimming Listeners"
79202,free,5,"New User, Skimming Listeners"
79209,free,5,"New User, Skimming Listeners"
79225,free,5,"New User, Skimming Listeners"
79251,free,5,"New User, Skimming Listeners"
79268,free,5,"New User, Skimming Listeners"
79388,free,5,"New User, Skimming Listeners"
79398,free,5,"New User, Skimming Listeners"
79400,free,5,"New User, Skimming Listeners"
79415,free,5,"New User, Skimming Listeners"
79419,free,5,"New User, Skimming Listeners"
79479,free,5,"New User, Skimming Listeners"
79482,free,5,"New User, Skimming Listeners"
79492,free,5,"New User, Skimming Listeners"
79504,free,5,"New User, Skimming Listeners"
79515,free,5,"New User, Skimming Listeners"
79524,free,5,"New User, Skimming Listeners"
79571,free,5,"New User, Skimming Listeners"
79595,free,5,"New User, Skimming Listeners"
79639,free,5,"New User, Skimming Listeners"
79663,free,5,"New User, Skimming Listeners"
79677,free,5,"New User, Skimming Listeners"
79703,free,5,"New User, Skimming Listeners"
79758,free,5,"New User, Skimming Listeners"
79822,free,5,"New User, Skimming Listeners"
79839,free,5,"New User, Skimming Listeners"
79864,free,5,"New User, Skimming Listeners"
79892,free,5,"New User, Skimming Listeners"
79930,free,5,"New User, Skimming Listeners"
79959,free,5,"New User, Skimming Listeners"
79967,free,5,"New User, Skimming Listeners"
79990,free,5,"New User, Skimming Listeners"
79995,free,5,"New User, Skimming Listeners"
80021,free,5,"New User, Skimming Listeners"
80084,free,5,"New User, Skimming Listeners"
80091,free,5,"New User, Skimming Listeners"
80111,free,5,"New User, Skimming Listeners"
80113,free,5,"New User, Skimming Listeners"
80118,free,5,"New User, Skimming Listeners"
80190,free,5,"New User, Skimming Listeners"
80200,free,5,"New User, Skimming Listeners"
80206,free,5,"New User, Skimming Listeners"
80265,free,5,"New User, Skimming Listeners"
80270,free,5,"New User, Skimming Listeners"
80297,free,5,"New User, Skimming Listeners"
80326,free,5,"New User, Skimming Listeners"
80380,free,5,"New User, Skimming Listeners"
80394,free,5,"New User, Skimming Listeners"
80399,free,5,"New User, Skimming Listeners"
80407,free,5,"New User, Skimming Listeners"
80414,free,5,"New User, Skimming Listeners"
80432,free,5,"New User, Skimming Listeners"
80443,free,5,"New User, Skimming Listeners"
80452,free,5,"New User, Skimming Listeners"
80486,free,5,"New User, Skimming Listeners"
80487,free,5,"New User, Skimming Listeners"
80564,free,5,"New User, Skimming Listeners"
80612,free,5,"New User, Skimming Listeners"
80625,free,5,"New User, Skimming Listeners"
80627,free,5,"New User, Skimming Listeners"
80642,free,5,"New User, Skimming Listeners"
80652,free,5,"New User, Skimming Listeners"
80712,free,5,"New User, Skimming Listeners"
80742,free,5,"New User, Skimming Listeners"
80743,free,5,"New User, Skimming Listeners"
80751,free,5,"New User, Skimming Listeners"
80755,free,5,"New User, Skimming Listeners"
80757,free,5,"New User, Skimming Listeners"
80781,free,5,"New User, Skimming Listeners"
80802,free,5,"New User, Skimming Listeners"
80814,free,5,"New User, Skimming Listeners"
80828,free,5,"New User, Skimming Listeners"
80855,free,5,"New User, Skimming Listeners"
80863,free,5,"New User, Skimming Listeners"
80869,free,5,"New User, Skimming Listeners"
80922,free,5,"New User, Skimming Listeners"
80933,free,5,"New User, Skimming Listeners"
80961,free,5,"New User, Skimming Listeners"
80966,free,5,"New User, Skimming Listeners"
80973,free,5,"New User, Skimming Listeners"
81003,free,5,"New User, Skimming Listeners"
81014,free,5,"New User, Skimming Listeners"
81058,free,5,"New User, Skimming Listeners"
81068,free,5,"New User, Skimming Listeners"
81071,free,5,"New User, Skimming Listeners"
81092,free,5,"New User, Skimming Listeners"
81108,free,5,"New User, Skimming Listeners"
81153,free,5,"New User, Skimming Listeners"
81165,free,5,"New User, Skimming Listeners"
81197,free,5,"New User, Skimming Listeners"
81219,free,5,"New User, Skimming Listeners"
81222,free,5,"New User, Skimming Listeners"
81236,free,5,"New User, Skimming Listeners"
81244,free,5,"New User, Skimming Listeners"
81301,free,5,"New User, Skimming Listeners"
81320,free,5,"New User, Skimming Listeners"
81326,free,5,"New User, Skimming Listeners"
81339,free,5,"New User, Skimming Listeners"
81376,free,5,"New User, Skimming Listeners"
81423,free,5,"New User, Skimming Listeners"
81501,free,5,"New User, Skimming Listeners"
81502,free,5,"New User, Skimming Listeners"
81586,free,5,"New User, Skimming Listeners"
81626,free,5,"New User, Skimming Listeners"
81676,free,5,"New User, Skimming Listeners"
81720,free,5,"New User, Skimming Listeners"
81740,free,5,"New User, Skimming Listeners"
81765,free,5,"New User, Skimming Listeners"
81919,free,5,"New User, Skimming Listeners"
81920,free,5,"New User, Skimming Listeners"
81923,free,5,"New User, Skimming Listeners"
81924,free,5,"New User, Skimming Listeners"
81930,free,5,"New User, Skimming Listeners"
81945,free,5,"New User, Skimming Listeners"
81949,free,5,"New User, Skimming Listeners"
81960,free,5,"New User, Skimming Listeners"
81988,free,5,"New User, Skimming Listeners"
81993,free,5,"New User, Skimming Listeners"
82023,free,5,"New User, Skimming Listeners"
82027,free,5,"New User, Skimming Listeners"
82028,free,5,"New User, Skimming Listeners"
82038,free,5,"New User, Skimming Listeners"
82041,free,5,"New User, Skimming Listeners"
82094,free,5,"New User, Skimming Listeners"
82097,free,5,"New User, Skimming Listeners"
82112,free,5,"New User, Skimming Listeners"
82134,free,5,"New User, Skimming Listeners"
82190,free,5,"New User, Skimming Listeners"
82202,free,5,"New User, Skimming Listeners"
82212,free,5,"New User, Skimming Listeners"
82257,free,5,"New User, Skimming Listeners"
82268,free,5,"New User, Skimming Listeners"
82281,free,5,"New User, Skimming Listeners"
82286,free,5,"New User, Skimming Listeners"
82290,free,5,"New User, Skimming Listeners"
82309,free,5,"New User, Skimming Listeners"
82328,free,5,"New User, Skimming Listeners"
82345,free,5,"New User, Skimming Listeners"
82384,free,5,"New User, Skimming Listeners"
82388,free,5,"New User, Skimming Listeners"
82404,free,5,"New User, Skimming Listeners"
82426,free,5,"New User, Skimming Listeners"
82485,free,5,"New User, Skimming Listeners"
82491,free,5,"New User, Skimming Listeners"
82501,free,5,"New User, Skimming Listeners"
82507,free,5,"New User, Skimming Listeners"
82513,free,5,"New User, Skimming Listeners"
82521,free,5,"New User, Skimming Listeners"
82531,free,5,"New User, Skimming Listeners"
82619,free,5,"New User, Skimming Listeners"
82668,free,5,"New User, Skimming Listeners"
82678,free,5,"New User, Skimming Listeners"
82694,free,5,"New User, Skimming Listeners"
82701,free,5,"New User, Skimming Listeners"
82711,free,5,"New User, Skimming Listeners"
82734,free,5,"New User, Skimming Listeners"
82764,free,5,"New User, Skimming Listeners"
82790,free,5,"New User, Skimming Listeners"
82801,free,5,"New User, Skimming Listeners"
82812,free,5,"New User, Skimming Listeners"
82873,free,5,"New User, Skimming Listeners"
82878,free,5,"New User, Skimming Listeners"
82900,free,5,"New User, Skimming Listeners"
82928,free,5,"New User, Skimming Listeners"
82933,free,5,"New User, Skimming Listeners"
82961,free,5,"New User, Skimming Listeners"
82971,free,5,"New User, Skimming Listeners"
82983,free,5,"New User, Skimming Listeners"
83032,free,5,"New User, Skimming Listeners"
83088,free,5,"New User, Skimming Listeners"
83104,free,5,"New User, Skimming Listeners"
83136,free,5,"New User, Skimming Listeners"
83137,free,5,"New User, Skimming Listeners"
83165,free,5,"New User, Skimming Listeners"
83194,free,5,"New User, Skimming Listeners"
83201,free,5,"New User, Skimming Listeners"
83207,free,5,"New User, Skimming Listeners"
83245,free,5,"New User, Skimming Listeners"
83266,free,5,"New User, Skimming Listeners"
83268,free,5,"New User, Skimming Listeners"
83285,free,5,"New User, Skimming Listeners"
83293,free,5,"New User, Skimming Listeners"
83330,free,5,"New User, Skimming Listeners"
83339,free,5,"New User, Skimming Listeners"
83341,free,5,"New User, Skimming Listeners"
83354,free,5,"New User, Skimming Listeners"
83359,free,5,"New User, Skimming Listeners"
83366,free,5,"New User, Skimming Listeners"
83373,free,5,"New User, Skimming Listeners"
83392,free,5,"New User, Skimming Listeners"
83400,free,5,"New User, Skimming Listeners"
83437,free,5,"New User, Skimming Listeners"
83450,free,5,"New User, Skimming Listeners"
83462,free,5,"New User, Skimming Listeners"
83464,free,5,"New User, Skimming Listeners"
83485,free,5,"New User, Skimming Listeners"
83503,free,5,"New User, Skimming Listeners"
83505,free,5,"New User, Skimming Listeners"
83529,free,5,"New User, Skimming Listeners"
83533,free,5,"New User, Skimming Listeners"
83551,free,5,"New User, Skimming Listeners"
83563,free,5,"New User, Skimming Listeners"
83590,free,5,"New User, Skimming Listeners"
83621,free,5,"New User, Skimming Listeners"
83641,free,5,"New User, Skimming Listeners"
83646,free,5,"New User, Skimming Listeners"
83649,free,5,"New User, Skimming Listeners"
83655,free,5,"New User, Skimming Listeners"
83670,free,5,"New User, Skimming Listeners"
83672,free,5,"New User, Skimming Listeners"
83680,free,5,"New User, Skimming Listeners"
83695,free,5,"New User, Skimming Listeners"
83731,free,5,"New User, Skimming Listeners"
83747,free,5,"New User, Skimming Listeners"
83753,free,5,"New User, Skimming Listeners"
83757,free,5,"New User, Skimming Listeners"
83764,free,5,"New User, Skimming Listeners"
83772,free,5,"New User, Skimming Listeners"
83774,free,5,"New User, Skimming Listeners"
83793,free,5,"New User, Skimming Listeners"
83827,free,5,"New User, Skimming Listeners"
83834,free,5,"New User, Skimming Listeners"
83836,free,5,"New User, Skimming Listeners"
83860,free,5,"New User, Skimming Listeners"
83876,free,5,"New User, Skimming Listeners"
83877,free,5,"New User, Skimming Listeners"
83880,free,5,"New User, Skimming Listeners"
83906,free,5,"New User, Skimming Listeners"
83908,free,5,"New User, Skimming Listeners"
84012,free,5,"New User, Skimming Listeners"
84020,free,5,"New User, Skimming Listeners"
84074,free,5,"New User, Skimming Listeners"
84084,free,5,"New User, Skimming Listeners"
84087,free,5,"New User, Skimming Listeners"
84129,free,5,"New User, Skimming Listeners"
84154,free,5,"New User, Skimming Listeners"
84179,free,5,"New User, Skimming Listeners"
84257,free,5,"New User, Skimming Listeners"
84297,free,5,"New User, Skimming Listeners"
84308,free,5,"New User, Skimming Listeners"
84340,free,5,"New User, Skimming Listeners"
84344,free,5,"New User, Skimming Listeners"
84345,free,5,"New User, Skimming Listeners"
84363,free,5,"New User, Skimming Listeners"
84391,free,5,"New User, Skimming Listeners"
84394,free,5,"New User, Skimming Listeners"
84419,free,5,"New User, Skimming Listeners"
84441,free,5,"New User, Skimming Listeners"
84456,free,5,"New User, Skimming Listeners"
84457,free,5,"New User, Skimming Listeners"
84459,free,5,"New User, Skimming Listeners"
84473,free,5,"New User, Skimming Listeners"
84485,free,5,"New User, Skimming Listeners"
84506,free,5,"New User, Skimming Listeners"
84509,free,5,"New User, Skimming Listeners"
84520,free,5,"New User, Skimming Listeners"
84580,free,5,"New User, Skimming Listeners"
84593,free,5,"New User, Skimming Listeners"
84608,free,5,"New User, Skimming Listeners"
84630,free,5,"New User, Skimming Listeners"
84641,free,5,"New User, Skimming Listeners"
84662,free,5,"New User, Skimming Listeners"
84665,free,5,"New User, Skimming Listeners"
84693,free,5,"New User, Skimming Listeners"
84719,free,5,"New User, Skimming Listeners"
84722,free,5,"New User, Skimming Listeners"
84743,free,5,"New User, Skimming Listeners"
84768,free,5,"New User, Skimming Listeners"
84776,free,5,"New User, Skimming Listeners"
84777,free,5,"New User, Skimming Listeners"
84810,free,5,"New User, Skimming Listeners"
84814,free,5,"New User, Skimming Listeners"
84815,free,5,"New User, Skimming Listeners"
84836,free,5,"New User, Skimming Listeners"
84841,free,5,"New User, Skimming Listeners"
84850,free,5,"New User, Skimming Listeners"
84877,free,5,"New User, Skimming Listeners"
84885,free,5,"New User, Skimming Listeners"
84886,free,5,"New User, Skimming Listeners"
84888,free,5,"New User, Skimming Listeners"
84925,free,5,"New User, Skimming Listeners"
84929,free,5,"New User, Skimming Listeners"
84950,free,5,"New User, Skimming Listeners"
84966,free,5,"New User, Skimming Listeners"
84968,free,5,"New User, Skimming Listeners"
84982,free,5,"New User, Skimming Listeners"
85000,free,5,"New User, Skimming Listeners"
85004,free,5,"New User, Skimming Listeners"
85012,free,5,"New User, Skimming Listeners"
85022,free,5,"New User, Skimming Listeners"
85029,free,5,"New User, Skimming Listeners"
85038,free,5,"New User, Skimming Listeners"
85048,free,5,"New User, Skimming Listeners"
85063,free,5,"New User, Skimming Listeners"
85068,free,5,"New User, Skimming Listeners"
85101,free,5,"New User, Skimming Listeners"
85102,free,5,"New User, Skimming Listeners"
85110,free,5,"New User, Skimming Listeners"
85142,free,5,"New User, Skimming Listeners"
85173,free,5,"New User, Skimming Listeners"
85196,free,5,"New User, Skimming Listeners"
85203,free,5,"New User, Skimming Listeners"
85222,free,5,"New User, Skimming Listeners"
85223,free,5,"New User, Skimming Listeners"
85228,free,5,"New User, Skimming Listeners"
85229,free,5,"New User, Skimming Listeners"
85249,free,5,"New User, Skimming Listeners"
85254,free,5,"New User, Skimming Listeners"
85265,free,5,"New User, Skimming Listeners"
85298,free,5,"New User, Skimming Listeners"
85305,free,5,"New User, Skimming Listeners"
85313,free,5,"New User, Skimming Listeners"
85322,free,5,"New User, Skimming Listeners"
85325,free,5,"New User, Skimming Listeners"
85327,free,5,"New User, Skimming Listeners"
85332,free,5,"New User, Skimming Listeners"
85334,free,5,"New User, Skimming Listeners"
85337,free,5,"New User, Skimming Listeners"
85361,free,5,"New User, Skimming Listeners"
85362,free,5,"New User, Skimming Listeners"
85364,free,5,"New User, Skimming Listeners"
85366,free,5,"New User, Skimming Listeners"
85374,free,5,"New User, Skimming Listeners"
85377,free,5,"New User, Skimming Listeners"
85409,free,5,"New User, Skimming Listeners"
85410,free,5,"New User, Skimming Listeners"
85419,free,5,"New User, Skimming Listeners"
85423,free,5,"New User, Skimming Listeners"
85428,free,5,"New User, Skimming Listeners"
85447,free,5,"New User, Skimming Listeners"
85456,free,5,"New User, Skimming Listeners"
85457,free,5,"New User, Skimming Listeners"
85471,free,5,"New User, Skimming Listeners"
85488,free,5,"New User, Skimming Listeners"
85499,free,5,"New User, Skimming Listeners"
85530,free,5,"New User, Skimming Listeners"
85531,free,5,"New User, Skimming Listeners"
85539,free,5,"New User, Skimming Listeners"
85541,free,5,"New User, Skimming Listeners"
85544,free,5,"New User, Skimming Listeners"
85552,free,5,"New User, Skimming Listeners"
85554,free,5,"New User, Skimming Listeners"
85556,free,5,"New User, Skimming Listeners"
85569,free,5,"New User, Skimming Listeners"
85572,free,5,"New User, Skimming Listeners"
85573,free,5,"New User, Skimming Listeners"
85575,free,5,"New User, Skimming Listeners"
85596,free,5,"New User, Skimming Listeners"
85597,free,5,"New User, Skimming Listeners"
85599,free,5,"New User, Skimming Listeners"
85604,free,5,"New User, Skimming Listeners"
85608,free,5,"New User, Skimming Listeners"
85609,free,5,"New User, Skimming Listeners"
85619,free,5,"New User, Skimming Listeners"
85624,free,5,"New User, Skimming Listeners"
85629,free,5,"New User, Skimming Listeners"
85635,free,5,"New User, Skimming Listeners"
85638,free,5,"New User, Skimming Listeners"
85641,free,5,"New User, Skimming Listeners"
85643,free,5,"New User, Skimming Listeners"
85649,free,5,"New User, Skimming Listeners"
85657,free,5,"New User, Skimming Listeners"
85660,free,5,"New User, Skimming Listeners"
85668,free,5,"New User, Skimming Listeners"
85669,free,5,"New User, Skimming Listeners"
85681,free,5,"New User, Skimming Listeners"
85682,free,5,"New User, Skimming Listeners"
85685,free,5,"New User, Skimming Listeners"
85690,free,5,"New User, Skimming Listeners"
85698,free,5,"New User, Skimming Listeners"
85702,free,5,"New User, Skimming Listeners"
85711,free,5,"New User, Skimming Listeners"
85712,free,5,"New User, Skimming Listeners"
85716,free,5,"New User, Skimming Listeners"
85726,free,5,"New User, Skimming Listeners"
85746,free,5,"New User, Skimming Listeners"
85750,free,5,"New User, Skimming Listeners"
85754,free,5,"New User, Skimming Listeners"
85762,free,5,"New User, Skimming Listeners"
85766,free,5,"New User, Skimming Listeners"
85769,free,5,"New User, Skimming Listeners"
85770,free,5,"New User, Skimming Listeners"
85793,free,5,"New User, Skimming Listeners"
85798,free,5,"New User, Skimming Listeners"
85806,free,5,"New User, Skimming Listeners"
85825,free,5,"New User, Skimming Listeners"
85827,free,5,"New User, Skimming Listeners"
85830,free,5,"New User, Skimming Listeners"
85832,free,5,"New User, Skimming Listeners"
85833,free,5,"New User, Skimming Listeners"
85839,free,5,"New User, Skimming Listeners"
85845,free,5,"New User, Skimming Listeners"
85847,free,5,"New User, Skimming Listeners"
85856,free,5,"New User, Skimming Listeners"
85862,free,5,"New User, Skimming Listeners"
85870,free,5,"New User, Skimming Listeners"
85873,free,5,"New User, Skimming Listeners"
85876,free,5,"New User, Skimming Listeners"
85882,free,5,"New User, Skimming Listeners"
85888,free,5,"New User, Skimming Listeners"
85896,free,5,"New User, Skimming Listeners"
85901,free,5,"New User, Skimming Listeners"
85908,free,5,"New User, Skimming Listeners"
85924,free,5,"New User, Skimming Listeners"
85926,free,5,"New User, Skimming Listeners"
85929,free,5,"New User, Skimming Listeners"
85941,free,5,"New User, Skimming Listeners"
85950,free,5,"New User, Skimming Listeners"
85953,free,5,"New User, Skimming Listeners"
85954,free,5,"New User, Skimming Listeners"
85958,free,5,"New User, Skimming Listeners"
85970,free,5,"New User, Skimming Listeners"
85975,free,5,"New User, Skimming Listeners"
85994,free,5,"New User, Skimming Listeners"
85996,free,5,"New User, Skimming Listeners"
86002,free,5,"New User, Skimming Listeners"
86003,free,5,"New User, Skimming Listeners"
86004,free,5,"New User, Skimming Listeners"
86014,free,5,"New User, Skimming Listeners"
86016,free,5,"New User, Skimming Listeners"
86023,free,5,"New User, Skimming Listeners"
86038,free,5,"New User, Skimming Listeners"
86040,free,5,"New User, Skimming Listeners"
86045,free,5,"New User, Skimming Listeners"
86065,free,5,"New User, Skimming Listeners"
86067,free,5,"New User, Skimming Listeners"
86078,free,5,"New User, Skimming Listeners"
86080,free,5,"New User, Skimming Listeners"
86093,free,5,"New User, Skimming Listeners"
86095,free,5,"New User, Skimming Listeners"
86100,free,5,"New User, Skimming Listeners"
86106,free,5,"New User, Skimming Listeners"
86120,free,5,"New User, Skimming Listeners"
86121,free,5,"New User, Skimming Listeners"
86127,free,5,"New User, Skimming Listeners"
86128,free,5,"New User, Skimming Listeners"
86131,free,5,"New User, Skimming Listeners"
86135,free,5,"New User, Skimming Listeners"
86137,free,5,"New User, Skimming Listeners"
86138,free,5,"New User, Skimming Listeners"
86147,free,5,"New User, Skimming Listeners"
86150,free,5,"New User, Skimming Listeners"
86152,free,5,"New User, Skimming Listeners"
86154,free,5,"New User, Skimming Listeners"
86157,free,5,"New User, Skimming Listeners"
86162,free,5,"New User, Skimming Listeners"
86165,free,5,"New User, Skimming Listeners"
86167,free,5,"New User, Skimming Listeners"
86169,free,5,"New User, Skimming Listeners"
86178,free,5,"New User, Skimming Listeners"
86181,free,5,"New User, Skimming Listeners"
86191,free,5,"New User, Skimming Listeners"
86192,free,5,"New User, Skimming Listeners"
86209,free,5,"New User, Skimming Listeners"
86210,free,5,"New User, Skimming Listeners"
86212,free,5,"New User, Skimming Listeners"
86213,free,5,"New User, Skimming Listeners"
86231,free,5,"New User, Skimming Listeners"
86240,free,5,"New User, Skimming Listeners"
86255,free,5,"New User, Skimming Listeners"
86257,free,5,"New User, Skimming Listeners"
86264,free,5,"New User, Skimming Listeners"
86268,free,5,"New User, Skimming Listeners"
86272,free,5,"New User, Skimming Listeners"
86273,free,5,"New User, Skimming Listeners"
86281,free,5,"New User, Skimming Listeners"
86282,free,5,"New User, Skimming Listeners"
86294,free,5,"New User, Skimming Listeners"
86296,free,5,"New User, Skimming Listeners"
86316,free,5,"New User, Skimming Listeners"
86318,free,5,"New User, Skimming Listeners"
86339,free,5,"New User, Skimming Listeners"
86340,free,5,"New User, Skimming Listeners"
86343,free,5,"New User, Skimming Listeners"
86344,free,5,"New User, Skimming Listeners"
86346,free,5,"New User, Skimming Listeners"
