OrderID (PK),Transaction Date,UserID (FK),Bill Type,Total Amount
707,2020-09-07,48855,9K,9000
7601,2020-09-06,46089,VIP,599000
323,2020-09-15,42058,XU,45000
7620,2020-09-07,52531,VIP,199000
325,2020-09-15,51938,XU,599000
7555,2020-09-05,52011,VIP,199000
327,2020-09-15,51173,XU,149000
337,2020-09-16,55320,XU,599000
709,2020-09-08,52811,9K,9000
749,2020-09-10,50164,9K,9000
7558,2020-09-05,43197,VIP,599000
711,2020-09-08,52976,9K,9000
713,2020-09-08,53000,9K,9000
339,2020-09-16,55324,XU,149000
345,2020-09-17,55465,XU,149000
7564,2020-09-05,47601,VIP,599000
347,2020-09-17,55484,XU,45000
715,2020-09-08,53043,9K,9000
7580,2020-09-06,52248,VIP,199000
719,2020-09-09,53090,9K,9000
721,2020-09-09,52959,9K,9000
359,2020-09-17,55520,XU,45000
361,2020-09-17,55540,XU,45000
381,2020-09-18,55484,XU,149000
373,2020-09-17,52779,XU,45000
7616,2020-09-07,49880,VIP,599000
399,2020-09-19,55884,XU,149000
1089,2020-09-29,59264,9K,9000
7570,2020-09-05,46193,VIP,199000
409,2020-09-19,55884,XU,149000
423,2020-09-20,55253,XU,149000
7574,2020-09-05,44500,VIP,199000
433,2020-09-20,56450,XU,45000
443,2020-09-21,56737,XU,45000
1796,2020-11-22,84146,9K,9000
7638,2020-09-07,52130,VIP,159000
7571,2020-09-05,49579,VIP,599000
452,2020-09-22,43351,XU,599000
7577,2020-09-06,50205,VIP,599000
723,2020-09-09,53043,9K,9000
725,2020-09-09,52706,9K,9000
7578,2020-09-06,50261,VIP,599000
727,2020-09-09,49005,9K,9000
470,2020-09-24,53884,XU,149000
7582,2020-09-06,49924,VIP,499000
487,2020-09-25,58228,XU,149000
751,2020-09-10,53561,9K,9000
7587,2020-09-06,52298,VIP,199000
729,2020-09-09,44592,9K,9000
524,2020-10-02,48568,XU,45000
541,2020-10-04,60938,XU,149000
7602,2020-09-06,50349,VIP,599000
547,2020-10-04,61039,XU,45000
571,2020-10-07,61666,XU,45000
589,2020-10-10,51244,XU,45000
731,2020-09-09,53251,9K,9000
733,2020-09-09,46135,9K,9000
735,2020-09-09,49647,9K,9000
737,2020-09-10,53367,9K,9000
597,2020-10-11,63139,XU,149000
7603,2020-09-06,50546,VIP,599000
618,2020-10-12,63521,XU,45000
622,2020-10-12,58723,XU,149000
741,2020-09-10,53400,9K,9000
7612,2020-09-06,51649,VIP,199000
743,2020-09-10,49747,9K,9000
745,2020-09-10,53315,9K,9000
7624,2020-09-07,52551,VIP,199000
755,2020-09-10,53687,9K,9000
660,2020-10-18,63283,XU,149000
7614,2020-09-06,52502,VIP,159000
668,2020-10-20,57325,XU,45000
7618,2020-09-07,49724,VIP,599000
757,2020-09-11,53739,9K,9000
819,2020-11-12,78376,XU,149000
7636,2020-09-07,50594,VIP,599000
759,2020-09-11,53887,9K,9000
761,2020-09-11,53355,9K,9000
7642,2020-09-07,50599,VIP,599000
695,2020-10-25,68209,XU,149000
7644,2020-09-07,51616,VIP,199000
763,2020-09-11,53971,9K,9000
7646,2020-09-07,50621,VIP,199000
699,2020-10-26,42462,XU,149000
7648,2020-09-07,52733,VIP,199000
736,2020-11-04,63184,XU,45000
772,2020-09-12,54063,9K,9000
774,2020-09-12,54104,9K,9000
732,2020-11-03,73221,XU,149000
7657,2020-09-08,52827,VIP,199000
712,2020-10-28,69441,XU,45000
714,2020-10-28,58381,XU,149000
716,2020-10-30,70488,XU,45000
776,2020-09-12,54114,9K,9000
780,2020-09-12,54113,9K,9000
782,2020-09-12,54114,9K,9000
784,2020-09-12,54227,9K,9000
7658,2020-09-08,50438,VIP,599000
786,2020-09-13,54237,9K,9000
718,2020-10-30,70546,XU,149000
7660,2020-09-08,50950,VIP,199000
7661,2020-09-08,50876,VIP,599000
720,2020-10-31,71175,XU,45000
722,2020-10-31,71175,XU,45000
1077,2020-09-28,58884,9K,9000
7675,2020-09-08,52915,VIP,199000
7666,2020-09-08,50104,VIP,199000
791,2020-09-13,54301,9K,9000
724,2020-11-01,71907,XU,45000
7677,2020-09-08,43491,VIP,599000
726,2020-11-01,71945,XU,149000
728,2020-11-01,72092,XU,149000
793,2020-09-13,54327,9K,9000
795,2020-09-13,54363,9K,9000
799,2020-09-13,54406,9K,9000
801,2020-09-13,41889,9K,9000
7679,2020-09-08,52899,VIP,345000
7683,2020-09-08,53009,VIP,159000
803,2020-09-13,53884,9K,9000
805,2020-09-13,53687,9K,9000
807,2020-09-14,54530,9K,9000
734,2020-11-03,57245,XU,45000
738,2020-11-04,63184,XU,45000
7686,2020-09-08,47992,VIP,159000
740,2020-11-04,63184,XU,45000
742,2020-11-04,53884,XU,149000
7688,2020-09-08,49933,VIP,199000
811,2020-09-14,54492,9K,9000
7690,2020-09-08,51836,VIP,159000
744,2020-11-04,73819,XU,45000
7692,2020-09-08,50090,VIP,199000
746,2020-11-04,73819,XU,45000
748,2020-11-04,73819,XU,45000
813,2020-09-14,54570,9K,9000
7696,2020-09-09,50823,VIP,199000
815,2020-09-14,54629,9K,9000
818,2020-09-14,54629,9K,9000
7790,2020-09-11,51713,VIP,599000
752,2020-11-04,74115,XU,149000
754,2020-11-05,60177,XU,45000
756,2020-11-05,60177,XU,149000
7700,2020-09-09,51370,VIP,159000
758,2020-11-05,74389,XU,45000
820,2020-09-14,54434,9K,9000
822,2020-09-14,54637,9K,9000
7707,2020-09-09,40861,VIP,199000
824,2020-09-14,53056,9K,9000
760,2020-11-05,54812,XU,149000
7708,2020-09-09,48443,VIP,599000
826,2020-09-14,54711,9K,9000
7709,2020-09-09,51134,VIP,599000
828,2020-09-14,53090,9K,9000
7711,2020-09-09,53000,VIP,199000
769,2020-11-07,72382,XU,599000
7713,2020-09-09,47886,VIP,199000
836,2020-09-15,54781,9K,9000
7715,2020-09-09,53280,VIP,199000
838,2020-09-15,54794,9K,9000
771,2020-11-07,56228,XU,149000
7730,2020-09-10,53442,VIP,159000
840,2020-09-15,40843,9K,9000
7907,2020-09-14,51976,VIP,159000
844,2020-09-15,47559,9K,9000
773,2020-11-07,75256,XU,45000
775,2020-11-07,75256,XU,45000
7717,2020-09-09,53236,VIP,199000
777,2020-11-07,63213,XU,599000
846,2020-09-15,54731,9K,9000
7723,2020-09-09,53322,VIP,199000
848,2020-09-16,55204,9K,9000
781,2020-11-07,75384,XU,45000
7726,2020-09-10,47833,VIP,599000
786,2020-11-07,75550,XU,45000
852,2020-09-16,49436,9K,9000
7741,2020-09-10,51488,VIP,745000
854,2020-09-16,55268,9K,9000
856,2020-09-16,55285,9K,9000
858,2020-09-16,55312,9K,9000
788,2020-11-08,60225,XU,149000
790,2020-11-08,49936,XU,45000
7745,2020-09-10,52237,VIP,199000
860,2020-09-16,52623,9K,9000
7759,2020-09-10,53693,VIP,199000
862,2020-09-16,55383,9K,9000
792,2020-11-09,76341,XU,149000
794,2020-11-09,76342,XU,45000
7767,2020-09-11,53748,VIP,199000
7770,2020-09-11,53579,VIP,199000
796,2020-11-09,76735,XU,149000
1798,2020-11-23,83700,9K,9000
7772,2020-09-11,53779,VIP,199000
7795,2020-09-11,53965,VIP,199000
864,2020-09-16,55415,9K,9000
798,2020-11-10,76881,XU,599000
800,2020-11-10,76889,XU,149000
866,2020-09-16,49602,9K,9000
7796,2020-09-12,50860,VIP,499000
802,2020-11-10,75375,XU,149000
7798,2020-09-12,54009,VIP,199000
804,2020-11-10,77102,XU,45000
870,2020-09-17,45663,9K,9000
7800,2020-09-12,54012,VIP,199000
872,2020-09-17,55612,9K,9000
806,2020-11-10,75457,XU,599000
7801,2020-09-12,51816,VIP,599000
808,2020-11-11,75427,XU,45000
874,2020-09-17,55632,9K,9000
7802,2020-09-12,51847,VIP,599000
7805,2020-09-12,53971,VIP,199000
885,2020-09-17,55069,9K,9000
876,2020-09-17,55619,9K,9000
878,2020-09-17,55612,9K,9000
880,2020-09-17,55619,9K,9000
821,2020-11-12,78211,XU,45000
823,2020-11-13,76548,XU,599000
882,2020-09-17,55069,9K,9000
7810,2020-09-12,51489,VIP,599000
7867,2020-09-14,52343,VIP,599000
827,2020-11-13,75285,XU,45000
892,2020-09-18,55807,9K,9000
7816,2020-09-12,54104,VIP,199000
829,2020-11-13,78621,XU,45000
831,2020-11-13,78621,XU,149000
7818,2020-09-12,46747,VIP,199000
833,2020-11-15,78799,XU,599000
902,2020-09-18,55799,9K,9000
7824,2020-09-12,54162,VIP,199000
908,2020-09-19,55992,9K,9000
835,2020-11-15,79603,XU,149000
896,2020-09-18,55884,9K,9000
7825,2020-09-12,49743,VIP,599000
7829,2020-09-13,54239,VIP,199000
963,2020-09-21,56089,9K,9000
837,2020-11-15,57629,XU,149000
7827,2020-09-12,51862,VIP,599000
7900,2020-09-14,49200,VIP,599000
839,2020-11-15,75060,XU,149000
1772,2020-11-21,83193,9K,9000
898,2020-09-18,54711,9K,9000
7909,2020-09-14,54833,VIP,199000
917,2020-09-19,56089,9K,9000
841,2020-11-15,79899,XU,45000
7836,2020-09-13,53852,VIP,199000
843,2020-11-15,79899,XU,45000
845,2020-11-15,60225,XU,599000
904,2020-09-18,55799,9K,9000
7904,2020-09-14,54804,VIP,345000
1138,2020-10-04,60895,9K,9000
847,2020-11-15,80123,XU,45000
7843,2020-09-13,54393,VIP,199000
7848,2020-09-13,53249,VIP,159000
910,2020-09-19,55993,9K,9000
7950,2020-09-15,52693,VIP,199000
849,2020-11-16,80484,XU,149000
7850,2020-09-13,53405,VIP,159000
851,2020-11-17,80725,XU,599000
912,2020-09-19,56006,9K,9000
915,2020-09-19,56069,9K,9000
7852,2020-09-13,54497,VIP,199000
920,2020-09-19,56102,9K,9000
853,2020-11-17,51028,XU,599000
7857,2020-09-14,54541,VIP,199000
855,2020-11-17,80257,XU,45000
1140,2020-10-04,60895,9K,9000
7865,2020-09-14,54544,VIP,199000
857,2020-11-17,80257,XU,45000
859,2020-11-17,55320,XU,599000
7894,2020-09-14,41889,VIP,199000
915,2020-11-22,71991,XU,149000
927,2020-09-19,56184,9K,9000
7855,2020-09-13,50478,VIP,499000
931,2020-09-20,56250,9K,9000
7888,2020-09-14,47440,VIP,599000
925,2020-09-19,56149,9K,9000
7889,2020-09-14,52587,VIP,599000
939,2020-09-20,56386,9K,9000
935,2020-09-20,53355,9K,9000
861,2020-11-18,81054,XU,149000
863,2020-11-18,78211,XU,149000
7911,2020-09-14,54839,VIP,199000
865,2020-11-18,81479,XU,45000
867,2020-11-18,81479,XU,45000
869,2020-11-18,81479,XU,45000
929,2020-09-19,56177,9K,9000
7913,2020-09-15,52202,VIP,199000
871,2020-11-18,81479,XU,45000
873,2020-11-19,76889,XU,599000
943,2020-09-20,56385,9K,9000
7914,2020-09-15,50816,VIP,499000
979,2020-11-29,69441,XU,149000
959,2020-09-21,51362,9K,23000
7919,2020-09-15,54916,VIP,199000
7978,2020-09-16,55324,VIP,199000
953,2020-09-20,56534,9K,9000
881,2020-11-20,82758,XU,45000
7928,2020-09-15,50934,VIP,499000
883,2020-11-20,53915,XU,149000
885,2020-11-21,81059,XU,45000
971,2020-09-21,56766,9K,9000
941,2020-09-20,56385,9K,9000
7952,2020-09-15,55159,VIP,199000
937,2020-09-20,56385,9K,9000
8101,2020-09-19,55391,VIP,159000
887,2020-11-21,82965,XU,149000
949,2020-09-20,56463,9K,9000
7930,2020-09-15,54969,VIP,199000
955,2020-09-21,56560,9K,9000
889,2020-11-21,81001,XU,149000
891,2020-11-21,69441,XU,45000
7932,2020-09-15,52526,VIP,199000
957,2020-09-21,56564,9K,9000
7961,2020-09-16,52900,VIP,599000
969,2020-09-21,54144,9K,9000
893,2020-11-21,83233,XU,149000
7934,2020-09-15,53826,VIP,199000
895,2020-11-21,83283,XU,45000
951,2020-09-20,48182,9K,9000
897,2020-11-21,83342,XU,45000
7939,2020-09-15,54980,VIP,199000
899,2020-11-21,83342,XU,45000
901,2020-11-21,81001,XU,149000
903,2020-11-21,69441,XU,149000
947,2020-09-20,56089,9K,9000
7948,2020-09-15,52356,VIP,599000
965,2020-09-21,56089,9K,9000
905,2020-11-22,83553,XU,45000
7958,2020-09-16,52136,VIP,499000
7960,2020-09-16,52706,VIP,599000
913,2020-11-22,61899,XU,45000
168,2020-08-14,44530,9K,9000
172,2020-08-15,44626,9K,9000
187,2020-08-17,44980,9K,9000
7967,2020-09-16,54434,VIP,159000
1063,2020-09-27,53511,9K,9000
981,2020-09-22,53385,9K,9000
917,2020-11-23,84161,XU,149000
7985,2020-09-16,46135,VIP,599000
7987,2020-09-16,55370,VIP,199000
919,2020-11-23,83093,XU,149000
921,2020-11-23,82555,XU,149000
1177,2020-10-08,60177,9K,9000
218,2020-08-19,45593,9K,9000
7989,2020-09-16,55425,VIP,199000
234,2020-08-19,46171,9K,9000
923,2020-11-23,84258,XU,149000
7990,2020-09-16,46345,VIP,599000
270,2020-08-20,46614,9K,9000
7991,2020-09-16,53091,VIP,599000
206,2020-08-18,45754,9K,9000
929,2020-11-23,83043,XU,149000
7993,2020-09-16,50013,VIP,199000
931,2020-11-24,77084,XU,45000
933,2020-11-24,77084,XU,149000
7995,2020-09-16,55447,VIP,199000
1800,2020-11-23,83742,9K,9000
8007,2020-09-17,48427,VIP,199000
377,2020-08-23,47618,9K,9000
935,2020-11-24,47555,XU,45000
937,2020-11-24,84001,XU,149000
8009,2020-09-17,55353,VIP,199000
939,2020-11-24,84725,XU,149000
457,2020-08-25,48594,9K,9000
493,2020-08-27,49073,9K,9000
8019,2020-09-17,55224,VIP,159000
364,2020-08-22,47557,9K,9000
941,2020-11-24,81761,XU,45000
8120,2020-09-19,55473,VIP,345000
943,2020-11-24,81761,XU,45000
8453,2020-09-28,56215,VIP,599000
945,2020-11-25,85279,XU,149000
1073,2020-09-28,59041,9K,9000
8034,2020-09-17,53510,VIP,199000
1081,2020-09-28,55033,9K,9000
947,2020-11-25,82600,XU,149000
8048,2020-09-17,52623,VIP,199000
8036,2020-09-17,55589,VIP,199000
949,2020-11-25,77916,XU,45000
888,2020-09-18,53462,9K,9000
8046,2020-09-17,53483,VIP,599000
900,2020-09-18,55924,9K,9000
8088,2020-09-18,55918,VIP,199000
923,2020-09-19,56144,9K,9000
957,2020-11-27,84468,XU,149000
959,2020-11-27,53884,XU,45000
8094,2020-09-18,55979,VIP,159000
8053,2020-09-18,53593,VIP,599000
961,2020-11-28,86490,XU,45000
963,2020-11-28,86490,XU,149000
1802,2020-11-23,84318,9K,9000
8056,2020-09-18,53648,VIP,599000
8055,2020-09-18,54794,VIP,199000
933,2020-09-20,56337,9K,9000
945,2020-09-20,56385,9K,9000
965,2020-11-28,84313,XU,149000
8059,2020-09-18,53528,VIP,599000
8064,2020-09-18,50164,VIP,599000
967,2020-11-28,85664,XU,45000
961,2020-09-21,56681,9K,9000
8067,2020-09-18,54731,VIP,199000
975,2020-09-21,56775,9K,9000
969,2020-11-28,52074,XU,149000
8072,2020-09-18,55864,VIP,199000
8074,2020-09-18,55886,VIP,199000
971,2020-11-28,86736,XU,45000
973,2020-11-28,86736,XU,45000
977,2020-09-21,56850,9K,9000
979,2020-09-21,56861,9K,9000
8113,2020-09-19,56043,VIP,199000
8082,2020-09-18,53570,VIP,599000
894,2020-09-18,55836,9K,9000
975,2020-11-29,86925,XU,45000
8090,2020-09-18,55952,VIP,199000
977,2020-11-29,86925,XU,149000
983,2020-09-22,56902,9K,9000
8096,2020-09-19,54069,VIP,199000
989,2020-09-22,56935,9K,9000
8121,2020-09-19,53301,VIP,599000
985,2020-09-22,53887,9K,9000
981,2020-11-29,85043,XU,599000
8135,2020-09-19,45946,VIP,920000
983,2020-11-29,85340,XU,149000
987,2020-09-22,56920,9K,9000
995,2020-09-22,56969,9K,9000
8111,2020-09-19,56009,VIP,199000
985,2020-11-29,87132,XU,45000
8115,2020-09-19,53883,VIP,499000
997,2020-09-22,56999,9K,9000
8116,2020-09-19,52905,VIP,599000
990,2020-11-29,87217,XU,149000
8118,2020-09-19,55884,VIP,199000
8125,2020-09-19,56132,VIP,199000
992,2020-11-29,79870,XU,45000
1000,2020-09-22,57076,9K,9000
8127,2020-09-19,56140,VIP,199000
8129,2020-09-19,56085,VIP,159000
107,2020-07-25,42413,9K,9000
994,2020-11-29,87213,XU,45000
999,2020-11-29,87213,XU,149000
8133,2020-09-19,54575,VIP,199000
1001,2020-11-29,79870,XU,45000
191,2020-08-17,45329,9K,9000
385,2020-08-23,44414,9K,9000
8147,2020-09-20,56269,VIP,199000
1804,2020-11-23,84291,9K,9000
311,2020-08-21,46948,9K,23000
1003,2020-11-29,71820,XU,45000
8172,2020-09-20,56540,VIP,199000
1237,2020-12-21,95789,XU,599000
505,2020-08-27,49210,9K,9000
507,2020-08-27,49210,9K,9000
973,2020-09-21,56775,9K,9000
200,2020-08-18,45475,9K,9000
232,2020-08-19,46163,9K,9000
8148,2020-09-20,52564,VIP,599000
344,2020-08-22,46481,9K,9000
1246,2020-12-21,96217,XU,149000
499,2020-08-27,44399,9K,9000
8170,2020-09-20,54295,VIP,599000
890,2020-09-18,55794,9K,9000
1248,2020-12-21,98156,XU,45000
8165,2020-09-20,54130,VIP,599000
8154,2020-09-20,56319,VIP,199000
1250,2020-12-21,93347,XU,149000
576,2020-08-30,50261,9K,23000
8184,2020-09-21,53942,VIP,599000
1254,2020-12-22,53884,XU,149000
8287,2020-09-24,57639,VIP,199000
1256,2020-12-22,101059,XU,45000
8167,2020-09-20,56501,VIP,199000
1258,2020-12-22,101113,XU,45000
1002,2020-09-22,49787,9K,9000
8173,2020-09-21,53728,VIP,599000
1005,2020-09-22,54530,9K,9000
8177,2020-09-21,46959,VIP,199000
1260,2020-12-22,101113,XU,45000
8217,2020-09-22,54583,VIP,499000
1266,2020-12-22,80946,XU,45000
1302,2020-12-25,93332,XU,149000
1009,2020-09-23,57299,9K,9000
1011,2020-09-23,56144,9K,9000
1013,2020-09-23,56089,9K,9000
1015,2020-09-23,54530,9K,9000
1017,2020-09-23,54530,9K,9000
8221,2020-09-22,56980,VIP,345000
1019,2020-09-24,57658,9K,9000
1304,2020-12-25,103413,XU,599000
8251,2020-09-23,44644,VIP,599000
1318,2020-12-26,103321,XU,149000
8063,2020-09-18,55830,VIP,199000
1099,2020-09-29,59559,9K,23000
8289,2020-09-24,57603,VIP,159000
8069,2020-09-18,55848,VIP,199000
1152,2020-10-06,61445,9K,23000
1154,2020-10-06,60177,9K,9000
1022,2020-09-24,57718,9K,9000
1320,2020-12-26,94446,XU,149000
1326,2020-12-27,97958,XU,149000
8078,2020-09-18,54711,VIP,159000
1338,2020-12-28,101224,XU,45000
1024,2020-09-24,47559,9K,9000
1026,2020-09-24,54363,9K,9000
8107,2020-09-19,55799,VIP,199000
1028,2020-09-24,54144,9K,9000
8194,2020-09-21,56736,VIP,199000
1030,2020-09-24,56850,9K,9000
1032,2020-09-24,46203,9K,9000
8196,2020-09-21,56794,VIP,199000
1034,2020-09-25,40843,9K,9000
1262,2020-12-22,70806,XU,149000
8198,2020-09-21,56852,VIP,199000
1264,2020-12-22,45647,XU,45000
1037,2020-09-25,47390,9K,9000
1039,2020-09-25,54114,9K,9000
1041,2020-09-25,53691,9K,9000
8200,2020-09-22,52888,VIP,199000
1043,2020-09-26,54530,9K,9000
1268,2020-12-22,84889,XU,45000
8208,2020-09-22,56910,VIP,199000
1270,2020-12-22,84889,XU,45000
1305,2020-12-25,72135,XU,1000000
1045,2020-09-26,58301,9K,9000
8219,2020-09-22,56987,VIP,199000
1047,2020-09-26,55674,9K,9000
1049,2020-09-26,55674,9K,9000
1051,2020-09-26,54114,9K,9000
1053,2020-09-27,54530,9K,9000
1307,2020-12-25,86925,XU,149000
8222,2020-09-22,51938,VIP,599000
1055,2020-09-27,58693,9K,9000
8228,2020-09-22,57034,VIP,199000
1824,2020-11-24,46827,9K,9000
1322,2020-12-26,95002,XU,149000
8244,2020-09-23,48207,VIP,599000
1328,2020-12-27,104688,XU,45000
1330,2020-12-27,104688,XU,149000
1057,2020-09-27,54637,9K,9000
8360,2020-09-26,54687,VIP,499000
8248,2020-09-23,56644,VIP,159000
1061,2020-09-27,58840,9K,9000
1332,2020-12-28,81306,XU,149000
8236,2020-09-22,57059,VIP,199000
1334,2020-12-28,105115,XU,149000
1336,2020-12-28,101224,XU,45000
1067,2020-09-28,59004,9K,9000
1069,2020-09-28,59004,9K,9000
1071,2020-09-28,55674,9K,9000
8243,2020-09-23,52448,VIP,599000
1075,2020-09-28,59048,9K,9000
1022,2020-11-30,51383,XU,45000
8249,2020-09-23,49511,VIP,599000
1024,2020-11-30,51383,XU,45000
1026,2020-11-30,51383,XU,45000
1079,2020-09-28,59004,9K,9000
1083,2020-09-28,54530,9K,9000
8250,2020-09-23,43122,VIP,599000
1156,2020-10-06,60750,9K,9000
1034,2020-12-02,87506,XU,149000
8254,2020-09-23,56905,VIP,159000
1087,2020-09-29,55992,9K,9000
8256,2020-09-23,57334,VIP,199000
8258,2020-09-23,57356,VIP,199000
1091,2020-09-29,59281,9K,9000
1036,2020-12-02,88655,XU,149000
1093,2020-09-29,48568,9K,9000
8262,2020-09-23,57387,VIP,199000
1830,2020-11-25,84146,9K,9000
1040,2020-12-04,47485,XU,149000
1133,2020-12-14,91287,XU,45000
8266,2020-09-23,53967,VIP,199000
8267,2020-09-23,55091,VIP,599000
8270,2020-09-23,57561,VIP,199000
1141,2020-12-14,95737,XU,149000
8272,2020-09-23,48345,VIP,199000
1101,2020-09-30,59576,9K,9000
8273,2020-09-23,54423,VIP,499000
1103,2020-09-30,55420,9K,9000
1044,2020-12-05,87912,XU,45000
8277,2020-09-24,57583,VIP,199000
1105,2020-09-30,59925,9K,9000
8279,2020-09-24,57587,VIP,199000
1107,2020-10-01,56114,9K,9000
1064,2020-12-07,90755,XU,599000
8285,2020-09-24,57240,VIP,199000
1078,2020-12-08,91731,XU,599000
1109,2020-10-01,53251,9K,9000
1111,2020-10-01,60177,9K,9000
8293,2020-09-24,56925,VIP,159000
1279,2020-12-23,97958,XU,45000
8295,2020-09-24,54693,VIP,199000
1281,2020-12-23,97958,XU,45000
1117,2020-10-02,60290,9K,9000
8297,2020-09-24,56534,VIP,199000
8300,2020-09-24,55532,VIP,599000
1119,2020-10-02,60307,9K,9000
1121,2020-10-02,59943,9K,9000
1283,2020-12-24,102365,XU,149000
1292,2020-12-24,98156,XU,45000
1294,2020-12-25,102569,XU,45000
8302,2020-09-24,57761,VIP,276000
1123,2020-10-02,59934,9K,9000
8311,2020-09-25,57938,VIP,159000
1125,2020-10-03,60177,9K,9000
1127,2020-10-03,42726,9K,9000
1135,2020-10-04,60854,9K,9000
1046,2020-12-05,78621,XU,149000
1048,2020-12-06,69441,XU,149000
1050,2020-12-06,65137,XU,149000
1052,2020-12-06,90755,XU,149000
1054,2020-12-06,90791,XU,45000
1056,2020-12-06,90832,XU,149000
8313,2020-09-25,54729,VIP,159000
1129,2020-10-03,58873,9K,9000
1131,2020-10-03,60692,9K,9000
1058,2020-12-07,91099,XU,149000
8314,2020-09-25,51173,VIP,599000
1133,2020-10-03,60763,9K,9000
8320,2020-09-25,41989,VIP,199000
1060,2020-12-07,91149,XU,45000
1062,2020-12-07,82999,XU,45000
8334,2020-09-25,57926,VIP,199000
1142,2020-10-04,61008,9K,9000
1144,2020-10-04,61007,9K,9000
8338,2020-09-25,46055,VIP,199000
8343,2020-09-25,58191,VIP,199000
1146,2020-10-04,61069,9K,9000
1072,2020-12-07,87695,XU,45000
8336,2020-09-25,50278,VIP,199000
1148,2020-10-05,60616,9K,9000
8341,2020-09-25,58151,VIP,199000
1150,2020-10-05,61412,9K,9000
1158,2020-10-06,50409,9K,9000
1074,2020-12-08,45735,XU,149000
1076,2020-12-08,91686,XU,149000
8344,2020-09-25,55546,VIP,599000
8346,2020-09-25,58131,VIP,199000
1135,2020-12-14,86173,XU,45000
1160,2020-10-06,59064,9K,9000
8348,2020-09-25,49127,VIP,199000
8352,2020-09-26,52750,VIP,199000
1162,2020-10-06,60470,9K,9000
1164,2020-10-07,47700,9K,9000
8350,2020-09-26,55818,VIP,599000
1166,2020-10-07,61666,9K,9000
1083,2020-12-08,85881,XU,45000
8354,2020-09-26,58189,VIP,159000
1085,2020-12-08,92047,XU,45000
1087,2020-12-08,78211,XU,45000
1232,2020-10-13,62641,9K,9000
8355,2020-09-26,50321,VIP,599000
1168,2020-10-07,61826,9K,9000
8357,2020-09-26,58388,VIP,199000
1170,2020-10-07,57235,9K,9000
1091,2020-12-09,80989,XU,599000
8362,2020-09-26,58405,VIP,199000
1093,2020-12-09,92788,XU,149000
1095,2020-12-10,93347,XU,149000
1172,2020-10-07,62225,9K,9000
1174,2020-10-07,61826,9K,9000
8364,2020-09-26,58484,VIP,199000
1179,2020-10-08,56149,9K,9000
1181,2020-10-08,57235,9K,9000
1097,2020-12-11,89634,XU,45000
1099,2020-12-11,89634,XU,45000
1101,2020-12-12,78211,XU,149000
8373,2020-09-26,58553,VIP,199000
1103,2020-12-12,75427,XU,45000
1240,2020-10-13,62730,9K,9000
1183,2020-10-08,56069,9K,9000
1185,2020-10-09,61666,9K,9000
8380,2020-09-27,53507,VIP,599000
1187,2020-10-09,58301,9K,9000
1105,2020-12-12,93921,XU,45000
1137,2020-12-14,86173,XU,45000
1843,2020-11-25,83360,9K,9000
8383,2020-09-27,48789,VIP,599000
1107,2020-12-12,93921,XU,45000
8389,2020-09-27,55609,VIP,345000
1189,2020-10-09,55810,9K,9000
1191,2020-10-09,57235,9K,9000
8390,2020-09-27,56325,VIP,599000
1113,2020-12-13,47091,XU,149000
8392,2020-09-27,55905,VIP,499000
1193,2020-10-10,62860,9K,9000
1195,2020-10-10,62860,9K,9000
1197,2020-10-10,62860,9K,9000
1199,2020-10-10,59831,9K,9000
1201,2020-10-10,60188,9K,9000
1115,2020-12-13,94576,XU,45000
1117,2020-12-13,93785,XU,599000
8460,2020-09-29,59273,VIP,199000
1121,2020-12-13,94043,XU,45000
1203,2020-10-11,63145,9K,9000
8461,2020-09-29,46631,VIP,599000
1206,2020-10-11,56153,9K,9000
8396,2020-09-27,54637,VIP,199000
1210,2020-10-11,61185,9K,9000
1123,2020-12-13,72230,XU,45000
1125,2020-12-13,72230,XU,45000
1212,2020-10-11,62698,9K,9000
8399,2020-09-27,58784,VIP,159000
1127,2020-12-13,95122,XU,149000
8400,2020-09-27,56014,VIP,599000
1318,2020-10-21,66006,9K,23000
8409,2020-09-27,56542,VIP,345000
1214,2020-10-11,54781,9K,9000
1129,2020-12-13,95364,XU,45000
8401,2020-09-27,56173,VIP,599000
8405,2020-09-27,58878,VIP,159000
1131,2020-12-14,92398,XU,45000
1216,2020-10-12,63429,9K,9000
8407,2020-09-27,55999,VIP,159000
1219,2020-10-12,46887,9K,9000
8422,2020-09-28,58974,VIP,199000
1222,2020-10-12,63445,9K,9000
1224,2020-10-12,63445,9K,9000
1226,2020-10-12,53400,9K,9000
1151,2020-12-15,96374,XU,45000
1156,2020-12-15,96217,XU,149000
8437,2020-09-28,58228,VIP,159000
1228,2020-10-13,49836,9K,23000
8463,2020-09-29,59293,VIP,345000
1166,2020-12-16,94122,XU,45000
8468,2020-09-29,59004,VIP,199000
8486,2020-09-29,59533,VIP,159000
1168,2020-12-16,94122,XU,149000
1234,2020-10-13,63764,9K,9000
1170,2020-12-16,80772,XU,45000
8510,2020-09-30,59676,VIP,199000
1236,2020-10-13,61485,9K,9000
8674,2020-10-03,58490,VIP,599000
1174,2020-12-16,97028,XU,45000
1296,2020-12-25,102569,XU,45000
8481,2020-09-29,59323,VIP,159000
1242,2020-10-13,63898,9K,9000
1244,2020-10-13,54781,9K,9000
8416,2020-09-28,55735,VIP,599000
1246,2020-10-13,63977,9K,9000
